Site Category Name,Sub Category Name,Category ID,Category Name,Questions,Audit Question Default value,Findings (Assertive Statement),Risk,Actions/Recommendation,Action Category,UA-UC,Risk Severity,Risk Probability,Color Code,Cost Type,Combined Risk Rating,Note
Office,4PL,R.5,Review of Pedestrian Safety,"Are hallways, stairwells and lobbies kept free of trash and debris and not used for storage ?",,"Hallways, stairwells and lobbies are not kept free of trash and debris and are used for storage",Fall risk.,"All hallways, stairwells and lobbies should be kept free of trash and debris and should not be used for storage",Safety,UA-UC,Medium,Low,Red,Operatiol Action,18,
Office,4PL,R.6,Review of Pedestrian Safety,Are work surfaces kept clean and dry or are appropriate means taken to assure the surfaces are slip-resistant ?,,Work surfaces are not kept clean and dry and is not ensured that the surfaces are slip-resistant,Fall risk.,Work surfaces should be kept clean and dry or are appropriate means should be taken to assure the surfaces are slip-resistant,Safety,UA-UC,Medium,Low,Red,Operatiol Action,18,
Office,4PL,R.7,Review of Pedestrian Safety,"Are work positions, Drains,  machinery, pits or holes, and hazardous operations adequately guarded ?",,"Work positions, machinery, pits or holes, and hazardous operations are not adequately guarded","Personal injury due to various hazards as like improper work positions, moving machineries, fall from pits and holes and other critical injuries due to hazardous operations","Work positions, machinery, pits or holes, and hazardous operations should be adequately guarded",Guard,UA-UC,High,Low,Red,Capex,72,
Office,4PL,R.8,Review of Pedestrian Safety,Is zebra marked for all the crossings inside and outside the warehouse ?,,Zebra is not marked for all the crossings inside and outside the warehouse,Accident due to machine movement,Zebra should be marked for all the crossings inside and outside the warehouse,Zebra Crossing,UA-UC,Medium,Medium,Yellow,Opex,18,
Office,4PL,R.9,Review of Pedestrian Safety,"Is the caution signages ( Watch your step , do not use phone, Mind your head etc.) displayed on the Staircase?",,"Caution signages ( Watch your step , do not use phone, Mind your head etc.) are not  displayed on the Staircase","Slip, trip, fall risk. Which will result in personal injury","Caution signages ( Watch your step , do not use phone, Mind your head etc.) should be displayed on the Staircase",Signages,UA-UC,Medium,Medium,Yellow,Opex,18,
Office,4PL,R.10,Review of MHE Operation and Maintenance,"Do MHE drivers maintain a safe distance from other employees (when inserting / removing pallets, the radius of the mast height including the load) ?",,"MHE  drivers do not maintain a safe distance from other employees (when inserting / removing pallets, the radius of the mast height including the load)",Risk of Accident,"Forklifts (retrac) drivers should maintain a safe distance from other employees (when inserting / removing pallets, the radius of the mast height including the load)",Forklift,UA-UC,High,High,Red,Operatiol Action,48,
Office,4PL,S,Review of visitor management,Review of visitor management,,,,,,,,,,,0,
Office,4PL,S.1,Review of visitor management,Are necessary PPE's like high visibility jacket being provided to all external partners/visitors while entering in the premises ?,,All necessary PPE's like high visibility jacket not being provided to all external partners/visitors while entering in the premises,There are chances that a person may not get visible by the MHE operators and may further result into major accident,Necessary PPE's like high visibility jacket should be provided to all external partners/visitors while entering in the premises,PPE,UA-UC,High,Low,Red,Operatiol Action,24,
Office,4PL,S.2,Review of visitor management,Is there no/nil observation of unsafe behaviour among visitors?,,Observation related to the unsafe behaviour is observed among the visitors,Unsafe behaviour of visitor may result in Major/minor incident,There should not be any observation of unsafe behaviour among visitors,Visitor Safety Induction,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,S.3,Review of visitor management,Are visitors been given safety briefing at the time of visiting the facility ?,,Visitors not been given briefing at the time of visiting the facility,Visitor may not be able to know the safety and security policy of the company,Visitors should be given safety briefing at the time of visiting the facility,Safety Briefing,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,S.4,Review of visitor management,Do people visiting the storage / copacking / comanufacturing area move around the warehouse in the presence of an FM employee?,,People visiting the storage / copacking / comanufacturing area not moving around the warehouse in the presence of an FM employee,Any visitor without the FM staff may move at any unauthorize area also thus resulting in some major/minor incident,People visiting the storage / copacking / comanufacturing area should move around the warehouse in the presence of an FM employee,Visitor Safety Induction,UA-UC,High,High,Red,Operatiol Action,48,
Office,4PL,T,Review of Copacking Safety,Review of Copacking Safety,,,,,,,,,,,0,
Office,4PL,T.1,Review of Copacking Safety,"Are all conveyor / production line collaborators working with no loose clothes, no accessories (jewels) and do they tie back their hair ?",,"All conveyor / production line collaborators working with loose clothes, accessories (jewels) and they do not tie back their hair",Manor/minor incident because of the moving parts,"All conveyor / production line collaborators should not work with loose clothes, accessories (jewels) and they should tie back their hair",Safety,UA-UC,High,High,Red,Operatiol Action,48,
Office,4PL,T.2,Review of Copacking Safety,Are the conveyor / collaborators operating the production lines and using any mechanical equipment properly trained (check for training records) ?,,The conveyor / collaborators operating the production lines and using any mechanical equipment are not properly trained,Personal injury,The conveyor / collaborators operating the production lines and using any mechanical equipment should be properly trained,Training,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,T.3,Review of Copacking Safety,Are warning signages respected (Check for the accident records due to non-respect) ?,,Warning signage are not respected,Personal Accident,All warning signage should be respected,Display Board,UA-UC,Medium,Low,Yellow,Opex,12,
Office,4PL,T.4,Review of Copacking Safety,"Are only hand pallet trucks or electric pallet stackers used in the conveyor / production areas (no forklifts, no reach trucks) ?",,Forklifts and reach trucks are used in conveyor/production areas,Major/minor incident can happen as there are personal working in the area,"Only hand pallet trucks or electric pallet stackers should be used in the conveyor / production areas (no forklifts, no reach trucks)",Safety,UA-UC,Medium,Low,Yellow,Operatiol Action,6,
Office,4PL,T.5,Review of Copacking Safety,Are copacking collaborators performing routine equipment maintenance adequately trained (records) ?,,Copacking collaborators performing routine equipment maintenance are not adequately trained,Improperly maintained equipment may result into major accident like fall or material/disbalanced load/etc.,Copacking collaborators performing routine equipment maintenance should be adequately trained,Training,UA-UC,Low,Low,Yellow,Operatiol Action,4,
Office,4PL,T.6,Review of Copacking Safety,Is maintenance and repair of line equipment carried out by qualified internal or external vendor (records) ?,,Maintenance and repair of line equipment is not carried out by qualified internal or external staff,Unqualified person may not be able to deliver or conduct a quality maintenance of the equipment resulting into major breakdown or degrading the quality of the MHE,The maintenance and repair of line equipment should be carried out by qualified internal or external staff,Maintenance,UA-UC,High,Medium,Yellow,Opex,24,
Office,4PL,T.7,Review of Copacking Safety,Are all copacking devices equipped with an emergency stop switch in an accessible location ? Are copacking collaborators trained to make use of it in case of abnormal situations ?,,All copacking devices are not equipped with an emergency stop switch in an accessible location. Copacking collaborators are not trained to make use of it in case of abnormal situations,Major accident in case of any abnormality,All copacking devices equipped with an emergency stop switch should be in an accessible location.  Copacking collaborators should be trained to make use of it in case of abnormal situations,Training,UA-UC,High,Medium,Red,Operatiol Action,36,
Office,4PL,T.8,Review of Copacking Safety,"Are all devices equipped with functional safety elements, e.g. machine covers? No presence of deactivated safety equipment during production ?",,"All devices are not equipped with functional safety elements, e.g. machine covers.
Deactivated safety equipment are observed during production",Critical hazard resulting into a major injury to the personal working around the devices/machines and,"All devices should be equipped with functional safety elements, e.g. machine covers. There should not be any presence of deactivated safety equipment during production",Covers,UA-UC,High,High,Red,Capex,144,
Office,4PL,U,Miscellaneous,Miscellaneous,,,,,,,,,,,0,
Office,4PL,U.1,Miscellaneous,Are there no/nil existing reports related to collaborators working or driving under the influence of drugs or alcohol ?,,Reports related to the collaborators working/driving  under the influence of the drugs or alcohol are available,Major injury to the personal or major accident resulting into damage of the assets,Any collaborator under the influence of the drugs or alcohol should not be allowed to work in the warehouse,Safety,UA-UC,High,Low,Red,Operatiol Action,24,
